locate,symbol,prints,unpriced,min_tick,max_tick,shares,vwap_micro
7653,NCEW,4,0,150000,150000,7,150000000000
9317,RAVI,1,0,753700,753700,90,753700000000
9525,RITR,1,0,4877,4877,100,4877000000
2845,DDFY,1,0,210000,210000,1,210000000000
4067,FGRU,1,0,231700,231700,3,231700000000
5730,IMTB,7,0,428700,428700,500,428700000000
9777,SABSW,2,0,196,196,3000,196000000
11533,UPW,1,0,227200,227200,15,227200000000
6119,JETU,1,0,244000,244000,46,244000000000
8976,PSEC-A,1,0,167200,167200,1,167200000000
8152,ODHY,1,0,101500,101500,2,101500000000
6668,LGHT,1,0,80900,80900,2,80900000000
5404,HYGH,1,0,860000,860000,139,860000000000
7435,MSST,2,0,417400,417400,3,417400000000
4264,FNGO,1,0,1332000,1332000,60,1332000000000
11763,VGHY,1,0,745000,745000,4,745000000000
5534,IBX,1,0,192200,192200,50,192200000000
8892,PRENW,1,0,178,178,474,178000000
2238,CLIP,2,0,1002300,1002300,1596,1002300000000
5056,GYLD,1,0,138900,138900,1,138900000000
8091,NYYY,1,0,487400,487400,25,487400000000
2507,CRAC,1,0,100800,100800,30,100800000000
7241,MLCIL,1,0,233700,233700,1,233700000000
5610,IFBD,1,0,9200,9200,1,9200000000
7029,MCHX,1,0,16200,16200,511,16200000000
5250,HNNAZ,1,0,250900,250900,2,250900000000
6917,MACI,1,0,108500,108500,862,108500000000
6639,LFAC,4,0,100000,100000,690,100000000000
6447,KPLTW,1,0,18,18,500,18000000
4576,GDHG,1,0,17500,17500,2,17500000000
9953,SDHI,2,0,103900,103900,1380,103900000000
2274,CLWT,1,0,12000,12000,2,12000000000
8381,OXLCP,1,0,249400,249400,3,249400000000
6851,LTCC,1,0,139600,139600,100,139600000000
6794,LPBB,1,0,106800,106800,2,106800000000
3068,DMII,1,0,100300,100300,900,100300000000
7080,MEGL,1,0,11000,11000,108,11000000000
5740,INAC,1,0,102400,102400,862,102400000000
4235,FMFC,1,0,4085,4085,100,4085000000
3815,EXOZ,1,0,95000,95000,34,95000000000
5236,HLXC,1,0,102000,102000,5,102000000000
8949,PSA-K,1,0,187100,187100,90,187100000000
5042,GWX,1,0,457600,457600,100,457600000000
3506,EMET,1,0,439900,439900,1,439900000000
8872,PQAP,1,0,317100,317100,26,317100000000
8190,OIMAU,1,0,101400,101400,100,101400000000
4052,FGDL,3,0,605100,605500,300,605333333333
9793,SAIH,2,0,115100,115100,2,115100000000
2762,DABS,1,0,503700,503700,100,503700000000
8273,OPHC,3,0,54900,55000,202,54999009900
3983,FEBW,1,0,352000,352000,100,352000000000
2422,COPL,1,0,103900,103900,1,103900000000
7975,NUEM,3,0,406600,406700,200,406650000000
487,AMAX,2,0,80000,80000,37,80000000000
5143,HECO,1,0,585400,585400,1,585400000000
7379,MRT,1,0,20400,20400,4,20400000000
1994,CCTG,4,0,4699,4800,273,4788428571
2519,CRBD,4,0,231300,231300,300,231300000000
9147,QETA,5,0,116400,117700,206,117674757281
8111,OBA,1,0,102300,102300,1,102300000000
8377,OXLCL,1,0,244700,244700,20,244700000000
7920,NSA-B,1,0,287500,287500,19,287500000000
3136,DRMAW,1,0,139,139,29,139000000
6582,LCCCU,1,0,104400,104400,4,104400000000
3297,EAOK,1,0,278600,278600,14,278600000000
457,ALOVU,1,0,100300,100300,3,100300000000
6832,LRNZ,1,0,504900,504900,30,504900000000
6493,KTH,1,0,281300,281300,1,281300000000
5987,IVSI,1,0,277000,277000,18,277000000000
3148,DSAC,1,0,99500,99500,3,99500000000
3999,FEMR,1,0,400000,400000,1,400000000000
12135,WLIIU,1,0,101500,101500,1,101500000000
2626,CTAAR,4,0,2100,2100,2495,2100000000
6454,KRAQU,1,0,100800,100800,10,100800000000
6073,JATT,2,0,105100,105100,45,105100000000
6368,KIQQ,1,0,258100,258100,1,258100000000
6976,MAYU,7,0,338700,338700,18,338700000000
12315,XHG,6,0,9900,10000,13,9953846153
7792,NIVFW,3,0,234,234,3,234000000
9681,RSSL,1,0,1085700,1085700,38,1085700000000
6444,KPET=,1,0,100100,100100,6,100100000000
6653,LFSC,2,0,371000,371200,50,371120000000
8382,OXLCZ,4,0,247300,247300,8,247300000000
4299,FOXXW,3,0,870,900,840,875000000
8947,PSA-I,1,0,192100,192100,55,192100000000
6138,JHDV,1,0,452500,452500,48,452500000000
3159,DSMC,1,0,382000,382000,10,382000000000
9139,QDF,6,0,874800,875000,604,874915894039
3546,ENHU,2,0,273700,273700,2001,273700000000
4552,GCAD,6,0,507400,507400,876,507400000000
3043,DLNG-A,1,0,261000,261000,1,261000000000
2665,CUB,2,0,108000,108000,108,108000000000
8804,PMTR,7,0,102900,103400,5809,102901067309
4777,GLXG,6,0,8000,8350,587,8224446337
4018,FEUS,2,0,800900,800900,29,800900000000
7160,MGRB,1,0,168800,168800,100,168800000000
7234,MLAAU,1,0,102000,102000,700,102000000000
9276,QVMS,1,0,313700,313700,3,313700000000
7985,NULV,1,0,495700,495700,26,495700000000
7479,MTUL,1,0,526100,526100,59,526100000000
6262,JVAL,3,0,545400,545500,91,545410989010
6035,IYLD,1,0,220800,220800,5,220800000000
2941,DFSCW,1,0,280,280,10000,280000000
6010,IWMW,1,0,379000,379000,6,379000000000
4221,FMAG,1,0,360000,360000,1,360000000000
3609,EQAL,5,0,568500,568700,220,568600000000
2061,CETY,37,0,7334,7700,1760,7462931250
8680,PHXE-,6,0,239000,239100,6,239083333333
9176,QLVD,1,0,327800,327800,1,327800000000
7530,MWG,3,0,13200,13200,23,13200000000
3014,DIVN,1,0,284400,284400,100,284400000000
6975,MAYT,1,0,385400,385400,100,385400000000
5105,HCAC,1,0,100000,100000,13,100000000000
3325,ECF,11,0,127600,128000,827,127971463119
6053,JACS^,3,0,1500,1500,300,1500000000
687,ARCIU,1,0,100600,100600,4,100600000000
9673,RSPM,2,0,383600,383900,15,383620000000
3924,FCRS+,1,0,7559,7559,100,7559000000
9929,SCPQU,1,0,100600,100600,39,100600000000
5847,IPCX,27,0,103000,103100,857,103000233372
3870,FB,9,0,444300,445800,900,445411111111
4526,GAPR,1,0,412700,412700,100,412700000000
9450,RFAMU,1,0,99600,99600,21,99600000000
5782,INLX,8,0,67000,68900,338,67025147928
5994,IVVM,1,0,365800,365800,2,365800000000
6337,KEY-K,6,0,212500,212500,340,212500000000
4055,FGIIU,2,0,99700,99700,13,99700000000
6584,LCDS,1,0,705400,705400,28,705400000000
4417,FTMU,1,0,77800,77800,3,77800000000
4357,FSHP,2,0,110500,110900,500,110899200000
10156,SIZE,11,0,1696600,1699300,500,1697980000000
8482,PBJ,1,0,480500,480500,29,480500000000
8241,ONEO,1,0,1441600,1441600,1,1441600000000
5113,HCIC,1,0,98900,98900,25,98900000000
9448,RFAM,2,0,98600,98700,31,98612903225
4225,FMAY,20,0,555600,556200,4760,556110504201
3020,DJAN,2,0,450800,450800,100,450800000000
3180,DTF,1,0,114000,114000,48,114000000000
4078,FHN-E,4,0,244900,245800,37,244929729729
6814,LQDH,1,0,932100,932100,13,932100000000
12640,ZTWO,10,0,504400,504400,53,504400000000
5483,IBHK,3,0,255100,255100,200,255100000000
3349,EDGF,2,0,247600,247600,600,247600000000
4298,FOXX,3,0,45000,45000,43,45000000000
5287,HPF,4,0,158400,158500,5,158440000000
5502,IBMO,2,0,256400,256400,600,256400000000
6984,MBAVW,3,0,3500,3500,84,3500000000
686,ARCI,1,0,99500,99500,16,99500000000
10959,TGE,1,0,9900,9900,6,9900000000
11352,TWLV,3,0,99700,100000,1031,99999612027
4861,GPAC,19,0,99600,100100,1487,99944922663
5952,ITHA,2,0,99800,99800,860,99800000000
8603,PETZ,6,0,9600,9600,147,9600000000
3775,EVX,3,0,391000,391600,7,391357142857
3441,EICA,1,0,249100,249100,1,249100000000
2662,CTW,5,0,29100,29100,200,29100000000
9124,QCAP,1,0,246900,246900,23,246900000000
9861,SCAG,3,0,7250,7300,254,7253937007
6827,LRGG,4,0,281200,281500,116,281484482758
6041,IYY,9,0,1792700,1795400,752,1793200930851
4241,FMQQ,3,0,111700,111700,404,111700000000
3723,EUO,1,0,294600,294600,400,294600000000
9106,QB,1,0,463800,463800,100,463800000000
6671,LGL,4,0,70000,70000,142,70000000000
4989,GTEN,1,0,103700,103700,8,103700000000
10413,SPD,1,0,410700,410700,1000,410700000000
10057,SGLC,3,0,428200,428200,102,428200000000
6672,LGLV,2,0,1763900,1766200,200,1765050000000
8582,PEB-G,4,0,197400,198500,975,198140512820
5432,IACOU,1,0,99900,99900,92,99900000000
2514,CRANR,1,0,2200,2200,900,2200000000
3663,ESMV,1,0,293500,293500,1,293500000000
4931,GRPM,1,0,1240700,1240700,3,1240700000000
6309,KCHV,3,0,103200,103200,17,103200000000
5102,HBTA,1,0,320600,320600,100,320600000000
3019,DIVZ,1,0,376300,376300,73,376300000000
3065,DMAY,2,0,467600,467600,600,467600000000
8104,OAK-B,1,0,206000,206000,79,206000000000
8953,PSA-O,1,0,151800,151800,39,151800000000
2811,DBRG-H,1,0,160700,160700,4,160700000000
2298,CMII,1,0,99000,99000,11,99000000000
7008,MBVI,1,0,101300,101300,3,101300000000
4294,FOWF,2,0,326100,326100,106,326100000000
9956,SDHY,2,0,157800,158200,101,157803960396
4381,FTAG,1,0,297700,297700,1,297700000000
6278,KAPA,5,0,4900,4900,100,4900000000
4886,GPUS-D,3,0,197400,197400,100,197400000000
5128,HCXY,1,0,248000,248000,91,248000000000
3994,FELV,1,0,382600,382600,100,382600000000
3673,ESSC,1,0,289800,289800,37,289800000000
3447,EINC,3,0,1231800,1255700,13,1249376923076
4699,GINN,1,0,765000,765000,1,765000000000
4199,FLTB,6,0,501300,501400,270,501362592592
9185,QMMY,1,0,260500,260500,100,260500000000
7986,NUMG,10,0,452800,453900,203,453422660098
2602,CSIO,1,0,286600,286600,14,286600000000
6120,JF,6,0,10000,10000,383,10000000000
3596,EPR-E,2,0,327100,327900,97,327891752577
4102,FINT,1,0,352700,352700,100,352700000000
5744,INBKZ,2,0,246500,247000,189,246989417989
6142,JHI,3,0,130800,130900,1378,130863715529
4544,GBIL,2,0,1000400,1000400,2739,1000400000000
11610,USSH,1,0,503700,503700,100,503700000000
7738,NFLP,1,0,228300,228300,2,228300000000
9772,SAAQU,3,0,104500,105200,802,105068578553
8658,PGRO,2,0,477300,477500,221,477433031674
2983,DHS,2,0,1106300,1106800,143,1106625174825
3613,EQH-C,1,0,161600,161600,100,161600000000
7549,MYCO,1,0,242700,242700,180,242700000000
10109,SHYL,6,0,441800,442500,400,442225000000
6099,JDOC,2,0,554400,554500,507,554498619329
951,AVUQ,5,0,657200,659300,1103,659058567543
11224,TRTN-A,1,0,260000,260000,100,260000000000
8475,PBFB,1,0,316100,316100,100,316100000000
4995,GTERW,11,0,900,948,126095,900075340
5702,IMAR,9,0,298100,298300,1600,298218750000
11340,TVE,3,0,234000,234000,300,234000000000
4050,FGBIP,10,0,199100,201500,671,199878539493
2752,CZA,1,0,1149900,1149900,39,1149900000000
5170,HFBL,2,0,197400,202400,14,198471428571
2855,DDT,2,0,261500,262300,100,262292000000
6300,KBWP,1,0,1188000,1188000,5,1188000000000
5295,HQGO,1,0,641300,641300,1,641300000000
7617,NBB,12,0,156000,156600,845,156315266272
4841,GOODN,1,0,222700,222700,100,222700000000
7826,NMI,4,0,108000,108600,69,108391304347
9237,QSIAW,1,0,463,463,100,463000000
5371,HVAC,1,0,405800,405800,17,405800000000
9752,RYDE,18,0,9800,9800,610,9800000000
1754,BUL,1,0,572400,572400,17,572400000000
5178,HFRO-A,6,0,165500,165800,515,165648543689
8657,PGRI,1,0,265700,265700,500,265700000000
8389,OYSE,1,0,102400,102400,574,102400000000
8245,ONEY,1,0,1241500,1241500,97,1241500000000
2934,DFNL,2,0,456500,456500,101,456500000000
10123,SIHY,10,0,452000,452000,500,452000000000
9761,RZB,1,0,252600,252600,3,252600000000
3528,EMPB,1,0,320300,320300,715,320300000000
4641,GFAIW,1,0,500,500,121,500000000
5314,HSCS,5,0,17900,18000,135,17955555555
8380,OXLCO,1,0,238500,238500,1,238500000000
3614,EQIN,1,0,496700,496700,44,496700000000
6840,LSF,6,0,31000,31000,1010,31000000000
3393,EFC-C,1,0,254300,254300,1,254300000000
3282,DYOR,3,0,100200,100400,864,100399768518
9906,SCII,2,0,100100,100100,2,100100000000
522,AMPGR,1,0,600,600,51,600000000
10094,SHO-I,3,0,208000,208000,400,208000000000
8226,ONBPO,6,0,247700,247900,334,247866766467
9417,REMC,1,0,211600,211600,64,211600000000
5928,ISRA,1,0,670000,670000,750,670000000000
3309,EBI,2,0,630800,630900,120,630801666666
9689,RTACU,3,0,107100,107700,1232,107627597402
4148,FLCG,1,0,344800,344800,470,344800000000
3690,ETHO,2,0,727100,727100,20,727100000000
4366,FSMB,1,0,199400,199400,100,199400000000
7291,MNDO,72,0,9200,9300,3541,9200296526
4281,FOF,4,0,137400,137500,455,137462857142
4043,FFOG,2,0,499300,501900,130,499900000000
7120,MFAO,7,0,251200,251200,2500,251200000000
5127,HCWC,1,0,2710,2710,1,2710000000
7909,NRP,5,0,1067300,1068600,39,1067807692307
1794,BWIV=,1,0,101300,101300,100,101300000000
12067,WENC,2,0,98900,98900,200,98900000000
2052,CEPS,3,0,102000,102300,221,102028506787
9927,SCOW,1,0,199800,199800,33,199800000000
2515,CRANU,11,0,102200,102200,930,102200000000
2666,CUBB,1,0,227000,227000,54,227000000000
9355,RCS,5,0,54000,54200,349,54120343839
12139,WLTG,1,0,373800,373800,1100,373800000000
10131,SIM,12,0,308600,309200,32,308712500000
12023,WBS-G,2,0,241900,242000,101,241900990099
4482,FXE,4,0,1072200,1072300,328,1072292987804
3207,DULL,1,0,549600,549600,1,549600000000
9405,REGCP,5,0,233000,233000,100,233000000000
7050,MDBH,1,0,33800,33800,1,33800000000
7557,MYHE,1,0,247900,247900,403,247900000000
7886,NPFE,2,0,262200,262600,692,262489017341
3214,DUSA,1,0,560300,560300,11,560300000000
6620,LEGO,1,0,98900,98900,12,98900000000
6255,JUNS,26,0,3334,3380,672,3377803571
6522,KYC,1,0,237500,237500,2,237500000000
432,ALISR,2,0,5600,5602,145,5601268965
2812,DBRG-I,2,0,160400,161000,140,160571428571
2185,CICC,1,0,249200,249200,100,249200000000
9657,RSHO,2,0,565400,566000,2,565700000000
4589,GDTC,39,0,9901,11700,8792,10900845655
1582,BPRO,2,0,225600,225600,117,225600000000
11855,VNO-O,5,0,151300,151400,212,151398584905
3435,EHI,4,0,59900,60000,277,59972202166
6144,JHLN,6,0,247600,247900,1800,247794444444
3535,EMTY,1,0,126300,126300,1,126300000000
849,ATMP,2,0,361400,361700,54,361677777777
4057,FGIWW,1,0,401,401,2331,401000000
2757,CZWI,50,0,205400,207400,1447,206243331029
8646,PGAC,5,0,105200,105300,268,105255970149
6336,KEY-J,6,0,212800,213700,353,213272521246
1508,BNCWW,13,0,153,224,16541,194714346
3286,DZZ,2,0,20700,21200,104,20719230769
6955,MARZ,1,0,364000,364000,90,364000000000
8269,OPER,2,0,1002100,1002100,145,1002100000000
9541,RKTL,3,0,103800,107400,122,104322950819
6279,KAPR,11,0,383900,384200,5155,383900543161
88,ACAA,6,0,99300,99300,700,99300000000
9462,RFM,2,0,145800,145800,338,145800000000
5159,HEQ,4,0,113500,113500,500,113500000000
6709,LIQT,6,0,20500,21000,559,20714669051
6895,LXP-C,1,0,465500,465500,100,465500000000
6836,LSBK,10,0,157300,157900,113,157532743362
789,ASPC,1,0,111100,111100,1,111100000000
11062,TLTX,1,0,225600,225600,15,225600000000
9309,RANG,1,0,106100,106100,67,106100000000
10093,SHO-H,2,0,214700,214700,101,214700000000
7894,NPWR+,1,0,3400,3400,780,3400000000
8346,OTH,2,0,25800,26300,44,25822727272
132,ACP-A,2,0,198600,199000,200,198800000000
3725,EURKR,1,0,3200,3200,1,3200000000
8385,OXSQG,1,0,241900,241900,100,241900000000
5097,HBNB,13,0,59700,60500,433,60296304849
4238,FMN,1,0,111800,111800,100,111800000000
115,ACII,2,0,256800,256800,24,256800000000
2492,CPSN,1,0,275100,275100,36,275100000000
3537,EMXF,2,0,543500,544300,746,544192761394
3533,EMSF,1,0,384000,384000,20,384000000000
6920,MADE,1,0,368000,368000,100,368000000000
4119,FIVA,4,0,370500,370800,421,370692399049
9865,SCCD,1,0,247400,247400,100,247400000000
6205,JPIN,10,0,732200,733000,80,732682500000
2487,CPSF,8,0,260900,260900,1400,260900000000
4578,GDL,7,0,84600,84600,27,84600000000
8099,OACCW,4,0,8400,8400,400,8400000000
3703,ETRL,3,0,138800,142700,231,140810822510
2782,DAT,1,0,398700,398700,5,398700000000
8401,PAACW,2,0,3300,3300,4100,3300000000
8277,OPP-A,1,0,166200,166200,100,166200000000
2969,DGS,1,0,634700,634700,17,634700000000
9770,SAA,1,0,311700,311700,1,311700000000
7859,NOEM,5,0,104200,104400,926,104331749460
7237,MLAC,53,0,105900,106000,18336,105900190881
844,ATLCP,5,0,238600,240000,110,239943636363
9811,SAT,1,0,248500,248500,66,248500000000
2732,CXAIW,5,0,340,380,1320,356484848
10030,SFB,11,0,200000,200700,285,200219298245
4161,FLG-A,6,0,232500,233000,554,232827797833
7764,NHICW,25,0,6587,7500,3599,7151240066
2735,CXH,2,0,79100,79100,120,79100000000
8047,NWAX=,1,0,103500,103500,64,103500000000
2120,CGV,16,0,164400,165400,3142,164813239974
7685,NE+A,1,0,295000,295000,46,295000000000
9690,RTACW,15,0,8300,9200,4456,8971678635
8399,PAAC,2,0,99100,99100,1500,99100000000
10082,SHFSW,3,0,270,270,1196,270000000
8906,PRIF-L,1,0,246000,246000,1,246000000000
5927,ISPY,5,0,478000,480200,129,479979844961
6494,KTN,1,0,260600,260600,80,260600000000
8636,PFOE,2,0,228900,229300,149,229031543624
3219,DUTY,2,0,249700,250700,115,250569565217
6638,LEXX,16,0,5921,6001,2936,5965769414
6202,JPHY,2,0,502500,502500,2,502500000000
9781,SACH,5,0,10300,10400,302,10366225165
8519,PCG-A,5,0,225000,226100,205,226040000000
4070,FGSN,1,0,220000,220000,1,220000000000
4876,GPMT-A,4,0,197500,197600,100,197502000000
9715,RVP,7,0,6400,6752,216,6625486111
9045,PTORU,1,0,99700,99700,200,99700000000
929,AVMV,13,0,776100,777200,1642,776642752740
3173,DTAN,1,0,318900,318900,6,318900000000
10579,SSSSL,2,0,250700,250700,79,250700000000
9675,RSPR,3,0,351000,351000,109,351000000000
7035,MCR,4,0,59600,60000,286,59709090909
5565,IDE,1,0,138100,138100,100,138100000000
4054,FGII,1,0,99000,99000,44,99000000000
2800,DBEU,1,0,503800,503800,41,503800000000
7393,MS-P,7,0,252100,252300,595,252133613445
8887,PRCS,4,0,275800,276600,400,276100000000
2606,CSMD,9,0,328800,329400,912,329048903508
6977,MAYW,1,0,345700,345700,100,345700000000
10910,TEKY,2,0,443000,443000,100,443000000000
3240,DVXK,2,0,356000,359500,200,357750000000
3496,EMC,1,0,358100,358100,1,358100000000
9337,RC-C,1,0,128500,128500,28,128500000000
10704,SVCC,1,0,105100,105100,1,105100000000
431,ALIS,1,0,100500,100500,1000,100500000000
5594,IEAGU,1,0,102900,102900,14,102900000000
2423,COPL+,1,0,2000,2000,72,2000000000
8987,PSHG,8,0,17200,17400,465,17261505376
3130,DRIO,27,0,83000,84000,772,83056865284
3408,EFT,3,0,108900,109300,379,109194459102
2786,DAVEW,2,0,5400,5400,209,5400000000
2926,DFIP,6,0,419100,419400,496,419260483870
3676,ESUM,3,0,286600,287600,150,286833333333
7014,MCAHU,1,0,100500,100500,100,100500000000
5615,IFLN,35,0,181300,181700,2843,181329159338
4515,GAINI,6,0,254300,255500,140,254865714285
8700,PINK,4,0,364600,365900,175,365157142857
8734,PLDR,1,0,382300,382300,300,382300000000
7209,MITP,3,0,251500,251500,500,251500000000
9997,SEIX,2,0,233400,233400,100,233400000000
2465,CPII,1,0,195100,195100,10,195100000000
3470,ELLA,4,0,256500,256500,200,256500000000
8945,PSA-G,3,0,202200,202200,100,202200000000
9444,RF-F,8,0,256400,256900,400,256873750000
2090,CGCTW,1,0,11400,11400,533,11400000000
3961,FDRR,1,0,648800,648800,20,648800000000
9038,PTMC,2,0,391200,392300,38,391634210526
5794,INQQ,1,0,120500,120500,100,120500000000
8900,PRH,4,0,232900,233100,700,232942857142
9980,SECR,3,0,252700,252900,300,252833333333
8345,OTGL,1,0,105000,105000,47,105000000000
2459,CPBI,3,0,175600,176500,20,175645000000
9360,RDACR,3,0,1700,1700,352,1700000000
4200,FLTR,15,0,255300,255500,18456,255307076289
7540,MYCF,1,0,250300,250300,42,250300000000
8705,PIT,55,0,771200,775800,4187,772032481490
10885,TDTT,6,0,242800,242800,115,242800000000
612,APAC,6,0,101000,101000,5600,101000000000
4097,FIGX,8,0,102000,102200,5104,102000156739
4506,GAB-H,11,0,201700,202100,4000,201710000000
2531,CRD.A,66,0,99200,100200,2045,99706210268
6669,LGI,3,0,175700,175800,109,175708256880
5372,HVII,2,0,104200,104300,503,104200596421
9959,SDMF,2,0,259700,260000,770,259700389610
7677,NDIV,5,0,357000,357000,650,357000000000
4981,GSUS,4,0,1019600,1025200,304,1023381578947
3742,EVGN,4,0,7100,7500,720,7405590277
9272,QUSA,2,0,186900,187000,400,186950000000
9796,SAJ,1,0,252800,252800,40,252800000000
5918,ISD,8,0,130000,130400,1900,130273684210
2474,CPNS,4,0,279300,279400,433,279369284064
6263,JWEL,5,0,23000,24300,22,23300000000
4864,GPAT,21,0,108000,108300,308,108018831168
1941,CBTO,3,0,201500,202000,300,201800000000
10232,SLXNW,1,0,120,120,100,120000000
3890,FBT,5,0,2074800,2078500,253,2077685375494
11381,TY,4,0,345800,347000,244,346175000000
8353,OUSM,3,0,456000,456600,17,456458823529
8819,PNI,2,0,69000,69000,200,69000000000
3181,DTG,1,0,167500,167500,100,167500000000
9107,QBER,1,0,238000,238000,100,238000000000
9460,RFL,12,0,13000,13100,198,13059090909
4507,GAB-K,4,0,202600,204200,400,203050000000
7507,MUSQ,1,0,261000,261000,32,261000000000
5187,HGLB,14,0,78700,80100,628,79212738853
3704,ETS,12,0,5092,5150,325,5107172307
4880,GPRF,2,0,500400,503200,26,503092307692
6411,KNGZ,1,0,387600,387600,121,387600000000
4591,GDV-H,7,0,219500,223000,858,221975291375
4170,FLJH,1,0,438100,438100,300,438100000000
6596,LCTU,6,0,788200,790000,504,789462301587
8102,OAIM,12,0,458000,462400,369,460076693766
3981,FEBT,1,0,406600,406600,260,406600000000
3369,EEA,2,0,105600,105600,200,105600000000
3353,EDGU,4,0,308500,308600,660,308518181818
8607,PEX,1,0,217600,217600,14,217600000000
3319,ECBK,81,0,175700,180500,1541,177537702790
6254,JUNP,1,0,317000,317000,500,317000000000
3476,ELOG,3,0,8000,8722,511,8614540117
5284,HPAIW,1,0,602,602,100,602000000
10077,SHE,1,0,1498100,1498100,1,1498100000000
5377,HVMCW,1,0,3500,3500,100,3500000000
5627,IGACU,1,0,102200,102200,100,102200000000
2473,CPNQ,1,0,272300,272300,200,272300000000
6953,MARU,1,0,295400,295400,200,295400000000
12259,XBAP,1,0,414400,414400,100,414400000000
8559,PDC,8,0,71500,72900,212,71888679245
9019,PSWD,1,0,359200,359200,2,359200000000
6344,KFIIR,7,0,1400,1400,700,1400000000
5669,IIM,12,0,120900,121100,669,121073094170
10028,SF-C,3,0,231500,232300,4,231975000000
9900,SCHW-D,4,0,244700,244900,703,244871123755
7813,NLY-G,4,0,250900,251500,285,251154736842
9742,RXI,1,0,1961300,1961300,13,1961300000000
8662,PGZ,7,0,97600,97600,600,97600000000
1694,BTBDW,1,0,550,550,20,550000000
5379,HVT.A,2,0,222800,222800,2,222800000000
3959,FDNI,2,0,272000,272000,26,272000000000
7224,MKLY,5,0,101200,101200,3700,101200000000
8191,OIMAW,56,0,5170,7210,8487,6123494756
4141,FLBL,3,0,230600,230600,700,230600000000
3731,EVAC,8,0,101400,101500,3933,101408466819
5401,HYFM,12,0,10000,10200,1223,10086508585
12415,XRN-A,1,0,237000,237000,100,237000000000
9161,QHY,1,0,457500,457500,38,457500000000
9494,RIET,2,0,94100,94400,108,94377777777
4314,FPXE,1,0,340800,340800,3,340800000000
4318,FRA,16,0,110600,111100,3075,110753430894
9442,RF-C,7,0,243800,244700,278,244207913669
10741,SXTPW,1,0,401,401,300,401000000
468,ALTG-A,1,0,250500,250500,87,250500000000
2404,COLO,3,0,359500,360000,1726,359565469293
8005,NVBU,4,0,307500,307500,700,307500000000
4891,GQRE,1,0,632200,632200,1,632200000000
6349,KG,15,0,107900,114000,106,111071698113
4313,FPX,1,0,1855900,1855900,67,1855900000000
7048,MDAIW,86,0,8000,8600,9134,8395149003
9934,SCUS,2,0,251600,251600,200,251600000000
3376,EEMO,1,0,217000,217000,80,217000000000
9066,PW-A,1,0,84500,84500,5,84500000000
4688,GIGB,4,0,454300,454400,414,454397584541
3273,DYFI,1,0,227100,227100,100,227100000000
3429,EGUS,6,0,578100,578500,528,578291666666
8974,PSDM,2,0,510100,510300,102,510296078431
7988,NUMV,6,0,412600,413000,6,412750000000
10152,SIXO,1,0,354800,354800,10,354800000000
980,AXR,17,0,243800,247000,3275,243870473282
9357,RCTR,1,0,353400,353400,1,353400000000
8343,OTGAU,2,0,102600,102600,200,102600000000
4416,FTMS,8,0,98900,99100,18100,99035911602
5400,HYFI,3,0,372000,372200,46,372195652173
4625,GENT,1,0,102400,102400,86,102400000000
9015,PSTP,3,0,364300,364300,600,364300000000
10015,SEPZ,1,0,452200,452200,100,452200000000
2989,DIAL,3,0,180200,180200,2200,180200000000
8375,OXLCG,7,0,252500,253900,144,253602777777
2464,CPHY,2,0,510400,510400,100,510400000000
8635,PFO,3,0,90800,90800,110,90800000000
3384,EEX,23,0,49900,50000,8480,49938372641
3272,DYAI,15,0,7005,7293,1079,7161839666
6603,LDP,22,0,202700,203900,1358,203364506627
4711,GJAN,2,0,446000,446100,200,446050000000
7739,NFLT,11,0,228700,229100,1530,228897385620
9234,QSEAR,5,0,1864,2200,465,2131354838
2891,DEMZ,1,0,441000,441000,39,441000000000
4330,FRMEP,1,0,251900,251900,3,251900000000
6018,IWX,32,0,1014200,1016200,3340,1015088502994
10069,SGVT,6,0,1006400,1006400,1746,1006400000000
6490,KTCC,16,0,31900,32600,297,32321212121
2842,DDFN,7,0,198600,199000,456,198719517543
10601,STEW,21,0,176200,176500,818,176298288508
10899,TEC,1,0,316500,316500,55,316500000000
626,APIE,8,0,374100,375300,600,374516666666
8392,OZ,4,0,495100,507400,9,504444444444
4947,GSC,1,0,598100,598100,19,598100000000
4605,GECCO,1,0,251700,251700,206,251700000000
7472,MTNB,2,0,5600,5600,10,5600000000
8449,PAUG,1,0,450700,450700,49,450700000000
6760,LNZAW,4,0,141,148,8537,147836007
10403,SPBU,1,0,300600,300600,100,300600000000
8439,PAPR,2,0,418200,418600,200,418400000000
6215,JPME,1,0,1189000,1189000,7,1189000000000
3773,EVUS,11,0,343600,344300,1377,343893681917
11518,UPAR,1,0,164500,164500,100,164500000000
1245,BETRW,29,0,1700,2020,76528,1803493257
3874,FBGL,1,0,5500,5500,1,5500000000
4127,FIXT,4,0,373300,373400,400,373350000000
8778,PMAY,3,0,409500,410000,1813,409972421400
7641,NBRGR,1,0,1999,1999,31,1999000000
5639,IGIC,67,0,248600,250600,2840,249545528169
4761,GLOW,2,0,330700,331000,101,330997029702
5296,HQH,4,0,199200,199700,157,199477070063
9789,SAGU=,3,0,100100,100400,187,100101604278
9265,QUIZ,5,0,284700,285300,44,284970454545
6818,LQDW,1,0,237300,237300,12,237300000000
4979,GSUI,2,0,160000,160000,355,160000000000
11797,VIOG,3,0,1365600,1365600,234,1365600000000
147,ACV,1,0,269000,269000,100,269000000000
